"objid","gefaess_id","bemerkung","gefaesstyp","auspraegung_1","auspraegung_2","auspraegung_3","auspraegung_4","auspraegung_5","dimension","ort","region","saison","gefaesstyp_txt","auspraegung_1_txt","auspraegung_2_txt","auspraegung_3_txt","auspraegung_4_txt","auspraegung_5_txt","region_txt","saison_txt","dimension_txt","geometry"
"2618","3039","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681990.2 1250366.1)"
"2619","3040","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681891.8 1250376.2)"
"2620","3041","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681847.2 1250371.9)"
"2621","3042","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681845.8 1250388.1)"
"2622","3044","","4","17","9","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681797.5 1250429)"
"2623","3045","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681771.5 1250436.9)"
"2624","3046","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681702.8 1250456.4)"
"2625","3047","","4","17","1","1","1","1","2","Obere Waidstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681601 1250475.6)"
"2626","3048","","2","3","1","1","1","1","0","Emil-Klöti-Strasse","0","0","Bravo","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2681655 1250423.8)"
"2627","3049","","4","17","8","1","1","1","2","VBZ Waidspital","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681704.2 1250423.1)"
"2628","3050","","4","17","8","1","1","1","2","VBZ Waidspital","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681743.2 1250381.8)"
"2629","3051","","4","17","8","1","1","1","2","VBZ Waidspital","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681760.5 1250362.2)"
"2630","3052","","4","17","8","1","1","1","2","VBZ Waidspital","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681777.2 1250366.1)"
"2631","3053","","4","17","8","1","1","1","2","VBZ Weiersteig","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682274 1250260.5)"
"2632","3054","","4","17","8","1","1","1","2","VBZ Weiersteig","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682329 1250230.2)"
"2633","3055","","4","17","9","1","1","1","2","Wibichstrasse / Weihersteig","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682179.5 1250180.2)"
"2634","3056","","4","17","9","1","1","1","2","Wibichstrasse / Wolfgrimweg","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681822.8 1250261.2)"
"2635","3057","","4","17","9","1","1","1","2","Corrodisteig","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681997.2 1250172.8)"
"2636","3058","","3","3","1","1","1","1","0","Nordstrasse / Lehenstrasse","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2681650.8 1250068.1)"
"2637","3059","","5","8","12","1","1","1","4","VBZ Lehenstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681688.5 1250036.6)"
"2638","3060","","5","8","12","1","1","1","4","VBZ Lehenstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681698.2 1250045.4)"
"2639","3061","","5","8","9","12","1","1","4","Trottenstrasse / Kleinertstrasse","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681910.2 1249896.4)"
"2640","3062","","4","17","9","1","1","1","2","Dorfstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681606.8 1249951.8)"
"2641","3063","","5","8","12","1","1","1","4","VBZ Waidfussweg","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681582 1249951.2)"
"2642","3064","","5","12","1","1","1","1","4","VBZ Waidfussweg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681553.2 1249965.2)"
"2643","3065","","5","12","1","1","1","1","4","VBZ Waidfussweg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681549.2 1249953.4)"
"2644","3066","","5","8","12","1","1","1","4","VBZ Waidfussweg","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681575.5 1249939.6)"
"2645","3067","","5","8","12","1","1","1","4","VBZ Rosengartenstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682058 1249850.8)"
"2646","2881","","4","6","9","3","1","1","2","Herrenbergli","2","0","Zuerikuebel","Generation_3","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677757 1249634.1)"
"2647","2882","","4","17","8","1","1","1","2","VBZ Feusisberg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677915 1249588.5)"
"2648","2883","Parkanlage","0","3","1","1","1","1","0","Am Suteracher","2","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2677867 1249493.2)"
"2649","2884","Parkanlage","0","3","1","1","1","1","0","Am Suteracher","2","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2677896.8 1249451.4)"
"2650","2885","Parkanlage","4","17","9","1","1","1","2","Am Suteracher","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677908.8 1249440.4)"
"2651","2886","","5","12","1","1","1","1","4","VBZ Am Suteracher","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2677851.5 1249404.4)"
"2652","2887","","5","12","1","1","1","1","4","VBZ Am Suteracher","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2677861.8 1249410.9)"
"2653","2888","","4","17","9","1","1","1","2","Hätzlergasse","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677685.2 1249360)"
"2654","2889","","4","17","9","1","1","1","2","Dunkelhölzli 1","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677804.8 1249235.5)"
"2655","2891","","4","17","9","1","1","1","2","Dunkelhölzli 5","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677674 1249177.6)"
"2656","2892","","4","17","8","1","1","1","2","Dunkelhölzli","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677404.5 1249092.1)"
"2657","2893","","5","12","8","1","1","1","4","VBZ Dunkelhölzli","2","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2677886.2 1249156)"
"2658","2894","","4","17","9","1","1","1","2","Salzweg 50","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677845.8 1248933.4)"
"2659","2895","","4","17","9","1","1","1","2","Salzweg / Lyrenweg","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677645.8 1248759)"
"2660","2897","","4","17","8","1","1","1","2","Lyrenweg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677820.8 1248597.2)"
"2661","2898","","4","17","8","1","1","1","2","Lyrenweg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2677893 1248542.6)"
"2662","2900","","5","8","9","12","1","1","4","VBZ Hirzenbach","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2686974.2 1250903.5)"
"2663","2901","","4","17","1","1","1","1","2","GZ Hirzenbach","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2686989.2 1250835)"
"2664","2902","","4","17","9","1","1","1","2","Helen-Keller-Strasse 6","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2687132.5 1250621.1)"
"2665","2903","","5","12","1","1","1","1","4","VBZ Mattenhof","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2686991.2 1250406.6)"
"2666","2904","","5","12","1","1","1","1","4","VBZ Mattenhof","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2686988 1250399)"
"2667","2905","","5","8","9","12","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687378.2 1250307.8)"
"2801","3442","","5","12","8","1","1","1","4","VBZ Riedgraben","0","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684585 1251723.4)"
"2668","2906","","5","12","1","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687349.5 1250279.9)"
"2669","2907","","5","12","1","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687365.5 1250275.8)"
"2670","2908","","5","8","12","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687389.8 1250270)"
"2671","2909","","5","8","12","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687369 1250241.1)"
"2673","2911","","5","8","9","12","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687298.5 1250230.9)"
"2674","2912","","5","8","12","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687337.8 1250224.5)"
"2675","2913","","5","8","12","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687369.2 1250220.1)"
"2676","2914","","5","12","1","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687401.5 1250225.4)"
"2677","2915","","5","12","1","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687393.8 1250205.1)"
"2679","2917","","5","8","12","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687318.5 1250214.6)"
"2680","2918","","5","12","1","1","1","1","4","VBZ Stettbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2687351.8 1250198.6)"
"2683","2921","","4","17","9","1","1","1","2","Hubenstrasse 93","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2685289 1250702.5)"
"2684","2922","","4","17","9","1","1","1","2","Hüttenkopfstrasse 68","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2685589 1250536.9)"
"2685","2923","","5","12","1","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685655.2 1250413.9)"
"2686","2924","","5","12","1","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685663.8 1250415.6)"
"2687","2925","","5","12","1","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685633.5 1250394.2)"
"2688","2926","","5","12","1","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685646.5 1250397.1)"
"2689","2927","","5","12","1","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685659 1250398.5)"
"2690","2928","","5","9","12","1","1","1","4","Spielplatz Ziegelhütte","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685673.5 1250399)"
"2691","2929","","5","12","1","1","1","1","4","Dübendorfstrasse 4","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685737.2 1250942.5)"
"2692","2930","","5","12","1","1","1","1","4","Dübendorfstrasse 4","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685763.2 1250916.1)"
"2693","2931","","5","12","1","1","1","1","4","Haltestelle Roswiesen","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685924 1250874.2)"
"2694","2932","","5","12","1","1","1","1","4","Haltestelle Roswiesen","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2685931.8 1250860.5)"
"2695","2933","","4","17","9","1","1","1","2","Stettbachstrasse 73","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2685916 1250775.2)"
"2696","2935","","4","17","9","1","1","1","2","Glattwiesenstrasse 10","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2686256.5 1250795.9)"
"2697","2936","","5","12","1","1","1","1","4","Haltestelle Glattwiese","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2686284.2 1250726.2)"
"2698","2937","","5","12","1","1","1","1","4","Haltestelle Glattwiese","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2686306.8 1250706.4)"
"2699","2938","","4","17","9","1","1","1","2","Stettbachstrasse 95","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2686057.8 1250688.1)"
